LINK,A,B,a0,a1,a2,a3,a4
609,328,316,1.079924242,0,0,0,0.048769632
610,328,327,1,0,0,0,0.045160234
611,328,329,1,0,0,0,0.045160234
612,328,342,1,0,0,0,0.045160234
613,329,31,0.149068323,0,0,0,0.000227109
614,329,46,1,0,0,0,0.045160234
615,329,317,1.079924242,0,0,0,0.048769632
616,329,328,1,0,0,0,0.045160234
617,329,343,1,0,0,0,0.045160234
618,330,31,0.149068323,0,0,0,0.000227109
619,330,46,1,0,0,0,0.045160234
620,330,224,0.5,0,0,0,1.828989483
621,330,319,0.859848485,0,0,0,0.038830959
622,330,331,0.420075758,0,0,0,0.01897072
623,330,339,0.640151515,0,0,0,0.028909392
624,331,330,0.420075758,0,0,0,0.01897072
625,331,332,1.920075758,0,0,0,0.086711071
626,332,32,0.149068323,0,0,0,0.000227109
627,332,47,0.920075758,0,0,0,0.041550837
628,332,320,0.720075758,0,0,0,0.03251879
629,332,331,1.920075758,0,0,0,0.086711071
630,332,345,0.720075758,0,0,0,0.03251879
631,333,32,0.149068323,0,0,0,0.000227109
632,333,47,0.940151515,0,0,0,0.042457463
633,333,321,0.720075758,0,0,0,0.03251879
634,333,334,0.420075758,0,0,0,0.01897072
635,333,358,2.079924242,0,0,0,0.093929866
636,334,321,0.779924242,0,0,0,0.035221561
637,334,333,0.420075758,0,0,0,0.01897072
638,334,335,0.279924242,0,0,0,0.012641444
639,335,200,0.5,0,0,0,1.828989483
640,335,334,0.279924242,0,0,0,0.012641444
641,335,336,0.5,0,0,0,0.022580117
642,336,178,0.5,0,0,0,1.828989483
643,336,335,0.5,0,0,0,0.022580117
644,336,337,0.5,0,0,0,0.022580117
645,337,29,0.149068323,0,0,0,0.000227109
646,337,33,0.149068323,0,0,0,0.000227109
647,337,44,3,0,0,0,0.135480702
648,337,48,1,0,0,0,0.045160234
649,337,336,0.5,0,0,0,0.022580117
650,337,338,2,0,0,0,0.090320468
651,338,10,1,0,0,0,0.045160234
652,338,337,2,0,0,0,0.090320468
653,339,243,0.5,0,0,0,1.828989483
654,339,330,0.640151515,0,0,0,0.028909392
655,339,344,0.420075758,0,0,0,0.01897072
656,340,30,0.149068323,0,0,0,0.000227109
657,340,45,1,0,0,0,0.045160234
658,340,325,0.359848485,0,0,0,0.016250842
659,340,351,1.720075758,0,0,0,0.077679024
660,341,30,0.149068323,0,0,0,0.000227109
661,341,45,1,0,0,0,0.045160234
662,341,327,1,0,0,0,0.045160234
663,341,342,1,0,0,0,0.045160234
664,341,353,2,0,0,0,0.090320468
665,342,328,1,0,0,0,0.045160234
666,342,341,1,0,0,0,0.045160234
667,342,343,1,0,0,0,0.045160234
668,342,354,2,0,0,0,0.090320468
669,343,329,1,0,0,0,0.045160234
670,343,342,1,0,0,0,0.045160234
671,343,344,2,0,0,0,0.090320468
672,343,355,2,0,0,0,0.090320468
673,344,339,0.420075758,0,0,0,0.01897072
674,344,343,2,0,0,0,0.090320468
675,344,356,2,0,0,0,0.090320468
676,345,332,0.720075758,0,0,0,0.03251879
677,345,346,0.640151515,0,0,0,0.028909392
678,346,222,0.5,0,0,0,1.828989483
679,346,345,0.640151515,0,0,0,0.028909392
680,346,347,1.079924242,0,0,0,0.048769632
681,347,245,0.5,0,0,0,1.828989483
682,347,346,1.079924242,0,0,0,0.048769632
683,347,357,0.279924242,0,0,0,0.012641444
684,348,18,1,0,0,0,0.045160234
685,348,349,2,0,0,0,0.090320468
686,349,156,0.5,0,0,0,1.828989483
687,349,348,2,0,0,0,0.090320468
688,349,350,0.5,0,0,0,0.022580117
689,350,126,0.5,0,0,0,1.828989483
690,350,349,0.5,0,0,0,0.022580117
691,350,351,0.859848485,0,0,0,0.038830959
692,351,340,1.720075758,0,0,0,0.077679024
693,351,350,0.859848485,0,0,0,0.038830959
694,351,352,0.720075758,0,0,0,0.03251879
695,351,367,2,0,0,0,0.090320468
696,352,351,0.720075758,0,0,0,0.03251879
697,352,353,1.420075758,0,0,0,0.064130954
698,353,341,2,0,0,0,0.090320468
699,353,352,1.420075758,0,0,0,0.064130954
700,353,354,1,0,0,0,0.045160234
701,353,369,2,0,0,0,0.090320468
702,354,342,2,0,0,0,0.090320468
703,354,353,1,0,0,0,0.045160234
704,354,355,1,0,0,0,0.045160234
705,354,370,2,0,0,0,0.090320468
706,355,343,2,0,0,0,0.090320468
707,355,354,1,0,0,0,0.045160234
708,355,356,2,0,0,0,0.090320468
709,355,371,2,0,0,0,0.090320468
710,356,344,2,0,0,0,0.090320468
711,356,355,2,0,0,0,0.090320468
712,356,357,2,0,0,0,0.090320468
713,356,372,2,0,0,0,0.090320468
714,357,347,0.279924242,0,0,0,0.012641444
715,357,356,2,0,0,0,0.090320468
716,357,358,2,0,0,0,0.090320468
717,357,373,2,0,0,0,0.090320468
718,358,333,2.079924242,0,0,0,0.093929866
719,358,357,2,0,0,0,0.090320468
720,358,359,0.720075758,0,0,0,0.03251879
721,358,363,1.720075758,0,0,0,0.077679024
722,359,202,0.5,0,0,0,1.828989483
723,359,358,0.720075758,0,0,0,0.03251879
724,359,360,0.5,0,0,0,0.022580117
725,360,176,0.5,0,0,0,1.828989483
726,360,359,0.5,0,0,0,0.022580117
727,360,361,0.5,0,0,0,0.022580117
728,361,33,0.149068323,0,0,0,0.000227109
729,361,48,1,0,0,0,0.045160234
730,361,360,0.5,0,0,0,0.022580117
731,361,362,2,0,0,0,0.090320468
732,361,378,2,0,0,0,0.090320468
733,362,10,1,0,0,0,0.045160234
734,362,361,2,0,0,0,0.090320468
735,363,358,1.720075758,0,0,0,0.077679024
736,363,375,0.279924242,0,0,0,0.012641444
737,364,19,1,0,0,0,0.045160234
738,364,365,2,0,0,0,0.090320468
739,365,158,0.5,0,0,0,1.828989483
740,365,364,2,0,0,0,0.090320468
741,365,366,0.5,0,0,0,0.022580117
742,366,124,0.5,0,0,0,1.828989483
743,366,365,0.5,0,0,0,0.022580117
744,366,367,0.859848485,0,0,0,0.038830959
745,367,351,2,0,0,0,0.090320468
746,367,366,0.859848485,0,0,0,0.038830959
747,367,368,0.720075758,0,0,0,0.03251879
748,367,384,2.279924242,0,0,0,0.102961913
749,368,367,0.720075758,0,0,0,0.03251879
750,368,369,1.420075758,0,0,0,0.064130954
751,369,34,0.149068323,0,0,0,0.000227109
752,369,49,1,0,0,0,0.045160234
753,369,353,2,0,0,0,0.090320468
754,369,368,1.420075758,0,0,0,0.064130954
755,369,370,1,0,0,0,0.045160234
756,370,354,2,0,0,0,0.090320468
757,370,369,1,0,0,0,0.045160234
758,370,371,1,0,0,0,0.045160234
759,370,386,2,0,0,0,0.090320468
760,371,355,2,0,0,0,0.090320468
761,371,370,1,0,0,0,0.045160234
762,371,372,2,0,0,0,0.090320468
763,371,387,2,0,0,0,0.090320468
764,372,356,2,0,0,0,0.090320468
765,372,371,2,0,0,0,0.090320468
766,372,373,2,0,0,0,0.090320468
767,372,388,2,0,0,0,0.090320468
768,373,35,0.149068323,0,0,0,0.000227109
769,373,50,1,0,0,0,0.045160234
770,373,357,2,0,0,0,0.090320468
771,373,372,2,0,0,0,0.090320468
772,373,374,1.420075758,0,0,0,0.064130954
773,374,247,0.5,0,0,0,1.828989483
774,374,373,1.420075758,0,0,0,0.064130954
775,374,375,0.579924242,0,0,0,0.026189515
776,375,219,0.5,0,0,0,1.828989483
777,375,363,0.279924242,0,0,0,0.012641444
778,375,374,0.579924242,0,0,0,0.026189515
779,375,376,0.720075758,0,0,0,0.03251879
780,375,390,2,0,0,0,0.090320468
781,376,204,0.5,0,0,0,1.828989483
782,376,375,0.720075758,0,0,0,0.03251879
783,376,377,0.5,0,0,0,0.022580117
784,377,174,0.5,0,0,0,1.828989483
785,377,376,0.5,0,0,0,0.022580117
786,377,378,0.5,0,0,0,0.022580117
787,378,36,0.149068323,0,0,0,0.000227109
788,378,51,1,0,0,0,0.045160234
789,378,361,2,0,0,0,0.090320468
790,378,377,0.5,0,0,0,0.022580117
791,378,379,2,0,0,0,0.090320468
792,379,9,1,0,0,0,0.045160234
793,379,378,2,0,0,0,0.090320468
794,380,19,1,0,0,0,0.045160234
795,380,381,2,0,0,0,0.090320468
796,381,160,0.5,0,0,0,1.828989483
797,381,380,2,0,0,0,0.090320468
798,381,382,0.5,0,0,0,0.022580117
799,382,122,0.5,0,0,0,1.828989483
800,382,381,0.5,0,0,0,0.022580117
801,382,383,0.579924242,0,0,0,0.026189515
802,383,382,0.579924242,0,0,0,0.026189515
803,383,384,0.420075758,0,0,0,0.01897072
804,384,367,2.279924242,0,0,0,0.102961913
805,384,383,0.420075758,0,0,0,0.01897072
806,384,385,2,0,0,0,0.090320468
807,384,401,2,0,0,0,0.090320468
808,385,34,0.149068323,0,0,0,0.000227109
809,385,49,1,0,0,0,0.045160234
810,385,384,2,0,0,0,0.090320468
811,385,386,1,0,0,0,0.045160234
812,385,402,2,0,0,0,0.090320468
813,386,370,2,0,0,0,0.090320468
814,386,385,1,0,0,0,0.045160234
815,386,387,1,0,0,0,0.045160234
816,386,403,2,0,0,0,0.090320468
817,387,371,2,0,0,0,0.090320468
818,387,386,1,0,0,0,0.045160234
819,387,388,2,0,0,0,0.090320468
820,387,404,2,0,0,0,0.090320468
821,388,372,2,0,0,0,0.090320468
822,388,387,2,0,0,0,0.090320468
823,388,389,2,0,0,0,0.090320468
824,388,405,2,0,0,0,0.090320468
825,389,35,0.149068323,0,0,0,0.000227109
826,389,50,1,0,0,0,0.045160234
827,389,388,2,0,0,0,0.090320468
828,389,390,2,0,0,0,0.090320468
829,389,406,2,0,0,0,0.090320468
830,390,375,2,0,0,0,0.090320468
831,390,389,2,0,0,0,0.090320468
832,390,391,0.720075758,0,0,0,0.03251879
833,390,407,2.579924242,0,0,0,0.116509983
834,391,249,0.5,0,0,0,1.828989483
835,391,390,0.720075758,0,0,0,0.03251879
836,391,392,0.420075758,0,0,0,0.01897072
837,392,207,0.5,0,0,0,1.828989483
838,392,391,0.420075758,0,0,0,0.01897072
839,392,393,0.420075758,0,0,0,0.01897072
840,393,170,0.5,0,0,0,1.828989483
841,393,392,0.420075758,0,0,0,0.01897072
842,393,394,0.140151515,0,0,0,0.006329275
843,394,36,0.149068323,0,0,0,0.000227109
844,394,51,1,0,0,0,0.045160234
845,394,393,0.140151515,0,0,0,0.006329275
846,394,395,2,0,0,0,0.090320468
847,394,396,0.579924242,0,0,0,0.026189515
848,395,9,1,0,0,0,0.045160234
849,395,394,2,0,0,0,0.090320468
850,396,215,0.5,0,0,0,1.828989483
851,396,394,0.579924242,0,0,0,0.026189515
852,396,410,2,0,0,0,0.090320468
853,397,20,1,0,0,0,0.045160234
854,397,398,2,0,0,0,0.090320468
855,398,397,2,0,0,0,0.090320468
856,398,399,0.579924242,0,0,0,0.026189515
857,399,163,0.5,0,0,0,1.828989483
858,399,398,0.579924242,0,0,0,0.026189515
859,399,400,0.5,0,0,0,0.022580117
860,400,119,0.5,0,0,0,1.828989483
861,400,399,0.5,0,0,0,0.022580117
862,400,401,0.140151515,0,0,0,0.006329275
863,401,37,0.149068323,0,0,0,0.000227109
864,401,52,1,0,0,0,0.045160234
865,401,384,2,0,0,0,0.090320468
866,401,400,0.140151515,0,0,0,0.006329275
867,402,37,0.149068323,0,0,0,0.000227109
868,402,52,1,0,0,0,0.045160234
869,402,385,2,0,0,0,0.090320468
870,402,403,1,0,0,0,0.045160234
871,402,412,2,0,0,0,0.090320468
872,403,386,2,0,0,0,0.090320468
873,403,402,1,0,0,0,0.045160234
874,403,404,1,0,0,0,0.045160234
875,404,387,2,0,0,0,0.090320468
876,404,403,1,0,0,0,0.045160234
877,404,405,2,0,0,0,0.090320468
878,404,413,2,0,0,0,0.090320468
879,405,388,2,0,0,0,0.090320468
880,405,404,2,0,0,0,0.090320468
881,405,406,2,0,0,0,0.090320468
882,405,414,2,0,0,0,0.090320468
883,406,38,0.149068323,0,0,0,0.000227109
884,406,53,1.079924242,0,0,0,0.048769632
885,406,389,2,0,0,0,0.090320468
886,406,405,2,0,0,0,0.090320468
887,406,415,2,0,0,0,0.090320468
888,407,38,0.149068323,0,0,0,0.000227109
889,407,53,1.059848485,0,0,0,0.047863006
890,407,390,2.579924242,0,0,0,0.116509983
891,407,408,1.079924242,0,0,0,0.048769632
892,407,416,2,0,0,0,0.090320468
893,408,211,0.5,0,0,0,1.828989483
894,408,407,1.079924242,0,0,0,0.048769632
895,408,409,0.5,0,0,0,0.022580117
896,409,167,0.5,0,0,0,1.828989483
897,409,408,0.5,0,0,0,0.022580117
898,409,410,0.220075758,0,0,0,0.009938673
899,410,396,2,0,0,0,0.090320468
900,410,409,0.220075758,0,0,0,0.009938673
901,410,411,2,0,0,0,0.090320468
902,411,8,1,0,0,0,0.045160234
903,411,410,2,0,0,0,0.090320468
904,412,21,1,0,0,0,0.045160234
905,412,402,2,0,0,0,0.090320468
906,413,21,1,0,0,0,0.045160234
907,413,404,2,0,0,0,0.090320468
908,414,22,1,0,0,0,0.045160234
909,414,405,2,0,0,0,0.090320468
910,415,22,1,0,0,0,0.045160234
911,415,406,2,0,0,0,0.090320468
912,416,23,1,0,0,0,0.045160234
913,416,407,2,0,0,0,0.090320468
