tail,head,volume,cost
550,553,3133.28,4.37151
550,560,3187.77,6.06217
551,5,15357.1,0.0345068
551,495,3133.65,4.84904
551,549,4966.13,4.34107
551,550,4069.79,5.38286
551,563,19526.5,3.58859
552,6,6888.67,0.0345068
552,435,5704.17,1.28706
552,548,1800.93,4.67488
552,550,1620.23,8.40262
552,553,4601.61,4.7072
552,618,4221.46,4.77684
552,619,3167.01,4.93237
553,7,8530.26,0.0345068
553,496,5311.72,1.47854
553,550,3108.84,4.35986
553,552,4897.66,4.72384
553,560,5188.96,4.19292
554,8,7431.62,0.0345068
554,435,3529,4.22339
554,437,5150.1,0.917048
554,614,3392.73,5.82847
554,619,2750.66,6.17449
554,622,2344.25,7.57862
554,625,5158.9,3.61378
555,9,6540.09,0.0345068
555,556,3356.69,6.52081
555,622,4729.33,5.91026
555,624,7227.78,3.9434
555,625,4862.45,1.62818
556,10,10542.2,0.0345068
556,437,2192.75,7.41012
556,496,5690.59,4.19963
556,555,4878.77,6.65336
556,557,5925.48,6.64806
556,560,4891.14,6.91401
556,624,955.992,10.5968
557,11,8250.22,0.0345068
557,490,2744.25,3.73628
557,556,6232.42,6.78535
557,558,5246.83,4.79038
557,559,4210.92,6.03855
557,624,1486.33,9.85121
557,630,4267.23,3.85444
558,12,6462.53,0.0345068
558,491,3830.5,3.35176
558,557,3934.84,4.29421
558,560,5423.21,6.15207
558,561,5386.76,4.40665
559,13,10388,0.0345068
559,491,8747,0.924621
559,557,3145.73,5.83839
559,562,3804.13,5.77395
559,566,3870.51,4.71427
559,631,1244.11,6.23413
560,14,12641.3,0.0345068
560,495,6992.32,1.1049
560,550,2887.51,5.88001
560,553,4116.72,4.11053
560,556,4145.6,6.34362
560,558,5209.72,5.84894
560,561,6525.71,4.55974
561,15,9689.57,0.0345068
561,492,7214.91,3.3693
561,494,7408.9,1.07215
561,558,2794,4.35674
561,560,3560.79,4.48557
562,16,22380.6,0.0345068
562,492,7476.12,0.554479
562,493,7567.85,1.29704
562,559,-5.68E-14,5.76537
562,563,8.88E-16,5.70503
562,567,6976.33,3.32376
563,17,22236.6,0.0345068
563,494,6093.89,2.46638
563,551,12461.4,3.23845
563,562,0,5.70503
563,564,18319.6,2.30934
564,18,17801.1,0.0345068
564,493,14721.4,1.66146
564,563,20096.9,2.35819
564,565,11100.8,2.34744
565,19,5082.51,0.0345068
565,564,19236.5,3.37425
565,568,8468.59,2.21883
565,569,997.046,6.6721
566,20,7120.37,0.0345068
566,500,4875.15,2.25779
566,559,4680.66,4.76976
566,567,2717.67,5.60304
566,631,816.46,7.42594
567,21,4959.05,0.0345068
567,499,6190.57,1.63508
567,562,12165.5,3.77738
567,566,1074.34,5.53369
568,22,4832.92,0.0345068
568,533,4429.46,1.43598
568,565,15104.3,2.92456
568,574,4893.75,3.16514
569,23,15381.3,0.0345068
569,499,9468.86,2.47656
569,532,2856.9,3.05537
569,533,890.1,3.01461
569,565,4954.99,7.00334
569,570,1508.55,5.69629
569,572,2429.06,8.32366
569,573,1467.33,5.21495
570,24,6881.59,0.0345068
570,500,6139.04,2.09345
570,569,2089.29,5.69806
570,571,868.29,6.63696
570,572,2392.18,5.43881
571,25,6682.74,0.0345068
571,501,5528.88,2.9164
571,570,1551.68,6.6998
571,572,3735.95,6.0441
571,631,2274.79,8.57337
571,632,2214.18,8.60526
571,634,786.885,6.47357
571,637,2224.21,4.68556
572,26,12527.6,0.0345068
572,569,4123.63,10.3321
572,570,4394.23,5.73485
572,571,5079.69,6.35973
572,573,4632.24,5.20534
572,576,3646,4.31652
572,637,2236.66,7.21499
573,27,6312.42,0.0345068
573,528,2275.68,5.85476
573,531,1510.88,3.4676
573,569,5883.3,5.91803
573,572,5806.18,5.48427
573,577,1874.1,5.03262
574,28,10392.2,0.0345068
574,531,1174.8,3.0456
574,532,4139.02,2.45544
574,568,13354.6,3.31899
574,575,3669.32,4.98927
575,29,13164.2,0.0345068
575,528,2969.58,0.965941
575,530,3226.08,2.91183
575,574,14565.7,5.48897
575,580,961.53,6.19921
575,581,3461.99,4.2267
576,30,4471.18,0.0345068
576,572,6597.87,4.5239
576,577,1261.04,6.65259
576,578,1370.4,6.68733
576,637,2224.91,6.01349
576,643,2356.9,3.798
577,31,4484.93,0.0345068
577,530,5195.7,3.3342
577,545,2238.35,3.7365
577,573,5773.97,5.48611
577,576,1842.35,7.19043
577,578,2732.42,4.73994
578,32,5029.56,0.0345068
578,507,145.945,8.29637
578,524,1492.82,4.78363
578,576,2366.1,8.34063
578,577,4947.22,4.83205
578,579,947.25,7.47571
578,580,1165.92,6.5473
578,643,5900.19,3.91598
578,645,1382.7,5.97844
579,33,3358.86,0.0345068
579,578,1626.23,7.8981
579,580,3158.53,4.37256
579,582,1625.73,6.28026
579,647,2730.21,3.64274
579,656,1580.72,6.84633
580,34,4917.44,0.0345068
580,545,3984.22,1.76566
580,575,3211.25,6.57314
580,578,1216,6.55559
580,579,1866.05,4.35495
580,581,180.62,9.93774
580,582,2198.14,6.77636
581,35,4029.96,0.0345068
581,575,6457.31,4.24617
581,580,130.55,9.9366
581,582,1589.94,6.94864
582,36,6027.78,0.0345068
582,541,661.78,5.88078
582,579,1416.31,5.83359
582,580,1954.02,6.71956
582,581,3419.54,6.99066
582,660,2434.84,6.24945
583,37,7136.81,0.0345068
583,540,1148.81,0.59149
584,38,2425.38,0.0345068
584,394,546.126,6.22196
584,395,1772.88,4.07327
584,586,1846.8,6.36863
584,588,2362.22,6.96678
584,605,474.09,8.29198
584,710,799.123,6.25827
584,712,410.43,7.67027
584,768,230.77,10.3891
584,808,48.21,10.8909
585,39,4548,0.0345068
585,401,7102.01,2.24058
585,586,1098.83,4.14283
585,587,4245.52,4.92122
585,771,1887.81,4.09326
586,40,1047.44,0.0345068
586,584,1102.05,6.33203
586,585,2677.41,4.5136
586,588,2370.18,4.58011
586,772,1750.08,4.01124
587,41,11211.1,0.0345068
587,400,1191.19,5.17257
587,585,1737.66,4.75201
587,588,423.94,4.84958
587,592,3470.65,5.55026
587,604,3258.4,4.69992
588,42,1350.81,0.0345068
588,397,3936.36,4.46278
588,584,1002.68,6.26572
588,586,1010.8,4.55791
588,587,1750.51,4.8547
589,43,6471.88,0.0345068
589,590,2713.77,4.68847
589,591,5381.83,4.28937
589,594,1935.98,6.03696
589,775,906.895,5.10979
590,44,6938.15,0.0345068
590,401,5796.15,2.13526
590,589,4464.73,5.25077
590,592,5174,4.44803
590,776,1283.45,4.88505
591,45,5349.17,0.0345068
591,441,5678.74,3.64881
591,589,3834.51,3.91474
591,592,2749.73,4.7753
591,608,2699.1,5.61671
591,613,5272.72,4.59032
592,46,6643.03,0.0345068
592,587,2219.65,5.49574
592,590,1728.87,4.4026
592,591,4671.89,5.09211
592,608,4058.89,5.17544
592,609,2025.27,5.47819
593,47,5051.92,0.0345068
593,429,543.16,2.43004
593,431,1348.48,1.29974
593,594,2171.05,4.6656
593,595,2583.87,4.49383
594,48,6847.96,0.0345068
594,427,2331.34,1.46242
594,589,1709.51,5.35491
594,593,2605.63,4.67471
594,596,2677.54,5.18781
595,49,3737.49,0.0345068
595,432,1976.77,3.24429
595,593,1826.02,4.35371
595,596,2884.83,4.48783
595,612,620.66,7.21018
595,617,2018.06,5.5031
596,50,5346.46,0.0345068
596,441,6118.94,0.889211
596,594,2343.02,5.00552
596,595,3569.81,4.86861
596,612,3306.41,5.27426
596,613,421.875,6.67212
597,51,934.1,0.0345068
597,431,751.27,3.00768
597,599,826.03,4.64805
597,778,0,10.8054
598,52,2590.05,0.0345068
598,599,1574.37,4.35517
598,616,942.803,4.60828
598,620,1987.85,4.08598
599,53,3683.05,0.0345068
599,432,3257.92,1.44735
599,597,409.12,4.64607
599,598,2629.97,4.37006
599,616,808.89,5.99392
599,617,1490.48,5.31859
600,54,668.91,0.0345068
600,395,2489.03,1.44536
600,601,813.44,3.91062
600,602,3261.14,3.46838
600,605,2527.07,3.81053
601,55,1209.84,0.0345068
601,394,675.398,2.64645
601,600,1094.81,4.0213
601,603,958.857,4.09772
601,716,788.05,5.29081
602,56,2219.89,0.0345068
602,600,3930.74,3.51665
602,603,1632.01,3.95788
602,607,2126.14,4.81634
602,671,2737.1,5.09959
603,57,1436.87,0.0345068
603,601,494.622,4.00696
603,602,1983.47,3.97664
603,672,1719.1,4.21153
603,718,912.128,4.52393
604,58,9931.42,0.0345068
604,397,813.51,1.32523
604,399,7243.83,3.95907
604,587,3793.27,5.08834
604,605,1897.25,4.25775
604,606,2639.68,3.99009
605,59,3733.02,0.0345068
605,584,281.89,8.28141
605,600,1295.11,3.77718
605,604,4855.98,6.47805
605,607,476.12,5.60269
606,60,3521.2,0.0345068
606,403,2590.94,6.68015
606,604,4413.8,5.21752
606,607,1872.04,4.255
606,675,2913.86,6.98572
607,61,3311.49,0.0345068
607,602,1511.24,4.68867
607,605,517.91,5.60375
607,606,4212.57,5.49224
607,676,595.05,9.06164
608,62,3584.99,0.0345068
608,537,5510.19,3.91791
608,591,2466.88,5.53302
608,592,1851.2,4.51055
608,609,2670.95,4.55117
608,613,2767.56,4.50698
609,63,5998.59,0.0345068
609,399,3531.61,0.943112
609,400,0,6.82031
609,592,1533.71,5.25967
609,608,3466.47,4.5859
609,611,2840.67,4.36949
610,64,16119.5,0.0345068
610,537,5367.82,0.945118
610,611,2433.21,3.85081
610,615,6724.04,4.55347
610,679,5059.37,5.15465
611,65,3350.44,0.0345068
611,403,801.14,2.17243
611,609,1111.67,3.92085
611,610,6000.69,4.24622
611,680,3663.11,4.74299
612,66,4453.03,0.0345068
612,440,2326.54,3.45865
612,595,598.04,7.20589
612,596,2610.95,4.70208
612,614,3086.03,4.4262
612,617,4865.19,5.09745
613,67,4951.15,0.0345068
613,440,1976.08,2.18326
613,591,2220.1,3.91116
613,596,108.497,6.21116
613,608,1081.92,4.41686
613,615,6780.67,3.81966
614,68,6256.2,0.0345068
614,439,4656.9,2.96158
614,554,3321.08,5.77384
614,612,2096.05,4.37623
614,619,3278.32,6.42279
614,622,2530.38,6.34208
615,69,9818.28,0.0345068
615,439,6152.23,2.29273
615,536,1592.16,1.68149
615,610,6662.5,4.54458
615,613,2480.76,3.70724
615,622,4752.72,6.65975
616,70,3972.08,0.0345068
616,433,4366.84,3.53474
616,598,924.86,4.60727
616,599,571.262,5.99042
616,618,4456.14,3.36116
616,620,1492.97,3.86877
617,71,5049.64,0.0345068
617,433,1501.81,1.53071
617,595,1163.57,4.8572
617,599,773.1,4.70276
617,612,3369.43,4.64295
617,619,5734.21,3.48539
618,72,9363.15,0.0345068
618,434,2652.69,4.25147
618,548,3160.68,3.61477
618,552,3660.21,4.633
618,616,3837.67,3.31376
618,621,1293.89,3.97433
619,73,12063.9,0.0345068
619,434,5954.54,0.694157
619,552,2881.43,4.92957
619,554,2208.93,5.53632
619,614,3289.37,6.43163
619,617,3687.18,3.44822
620,74,3697.97,0.0345068
620,598,1498.96,4.04426
620,616,1305.15,3.86748
620,621,2875.72,2.99667
621,75,1766.45,0.0345068
621,547,3249.24,3.00615
621,618,2127.34,4.04289
621,620,3254.26,3.20819
622,76,8948.25,0.0345068
622,540,3876.84,2.56392
622,554,1749.61,6.44795
622,555,3217.19,5.20704
622,614,969.89,6.19965
622,615,3761.45,5.74594
622,623,3728.71,6.1191
622,625,743.37,4.91524
623,77,10913.2,0.0345068
623,622,4039.96,6.48583
623,624,2362.5,6.39414
623,627,3139.45,5.02894
623,681,3939.32,5.03325
624,78,9450.82,0.0345068
624,555,6902.83,3.7419
624,556,878.373,10.2627
624,557,1250.9,9.64031
624,623,2872.85,6.41359
624,626,5050.36,4.59068
625,79,4084.47,0.0345068
625,554,4375.06,3.54136
625,555,5018.1,1.62871
625,622,1125.42,4.93918
626,80,10350.8,0.0345068
626,485,6337.4,1.97797
626,624,7542.09,4.80159
626,627,4747.02,5.23563
626,630,4576.4,4.42241
627,81,10419.3,0.0345068
627,484,4932.91,2.18514
627,486,5388.93,2.46146
627,623,4783.03,5.36641
627,626,4920.47,5.23772
628,82,6617.24,0.0345068
628,485,5967.04,3.19711
628,629,2724.11,4.92538
628,631,1737.57,6.67946
628,632,2669.69,5.17062
629,83,4164.95,0.0345068
629,479,3538.01,2.82466
629,484,2400,3.72516
629,628,3607.92,4.98866
629,633,876.55,5.00756
630,84,5615.88,0.0345068
630,489,1930.52,2.78622
630,557,4328.54,3.85654
630,626,5251.11,4.43665
631,85,10973.4,0.0345068
631,489,2687.26,4.52125
631,490,3864.34,4.05131
631,559,4475.27,6.81787
631,566,1640.87,7.89037
631,571,1900.02,7.70617
631,628,1745.81,6.67955
631,636,2548.47,4.47347
632,86,5541.66,0.0345068
632,502,1862.75,2.33144
632,571,2134.46,8.50756
632,628,4094.04,5.44623
632,633,2973.18,4.66018
632,636,2802.83,5.27485
633,87,5830.61,0.0345068
633,478,3285.84,2.02534
633,503,1434.22,3.62295
633,629,4018.07,5.15475
633,632,4165.56,4.69717
634,88,4497.95,0.0345068
634,502,2105.99,6.25235
634,505,2392.48,1.55737
634,571,2149.46,7.71168
634,635,3442.53,4.51912
634,637,3258.57,5.76066
635,89,2145.62,0.0345068
635,504,7653.27,0.574904
635,634,3059.66,4.31536
635,640,466.1,3.78299
635,705,3289.26,4.42829
636,90,2206.72,0.0345068
636,501,3438.79,0.676894
636,631,5684.82,4.84149
636,632,2460.35,4.87339
637,91,8261.77,0.0345068
637,571,4201.79,5.97467
637,572,2741.94,7.99512
637,576,1655.74,5.95576
637,634,2529.75,5.61832
637,644,2702.57,4.66227
638,92,1230.92,0.0345068
638,640,1099.53,7.13626
638,642,1017.68,5.62974
638,707,2703.3,5.09459
638,815,561.772,5.90104
638,825,802.77,3.9775
638,826,334.8,4.92182
639,93,4488.75,0.0345068
639,505,4558.94,2.59669
639,506,2092.32,1.84279
639,640,624.419,3.62821
639,641,775.87,4.87207
640,94,357.15,0.0345068
640,635,1390.45,5.79806
640,638,390.46,6.8537
640,639,1688.75,3.68009
640,642,521.178,4.51026
641,95,2498.61,0.0345068
641,639,2559.61,4.87788
641,642,1322.17,3.66559
641,646,1719.79,4.01935
641,648,490.88,5.45175
642,96,468.33,0.0345068
642,638,1059.27,5.63162
642,640,1686.92,4.8405
642,641,1416.06,3.66588
642,649,692.91,4.42137
643,97,7196.6,0.0345068
643,576,3355.14,4.42465
643,578,3472.19,3.88674
643,644,4514.93,5.12135
644,98,6973.45,0.0345068
644,506,5118.01,3.11302
644,637,5069.99,5.31679
644,643,3976.93,5.09149
644,646,2647.92,5.39173
645,99,4583.23,0.0345068
645,578,2787.3,6.01683
645,646,4516.63,4.75686
645,647,2695.29,4.07345
645,652,1928.52,3.91608
646,100,4107.96,0.0345068
646,507,2264,2.69637
646,641,2881.88,4.03403
646,644,3999.9,5.56904
646,645,3425.05,4.61436
646,653,1379.92,4.26271
647,101,2787.21,0.0345068
647,524,3836.21,1.66819
647,579,2657.22,3.63944
647,645,3031.73,4.07534
647,657,3497.58,4.26019
648,102,2676.83,0.0345068
648,641,764.444,8.63523
648,649,1116.29,4.60515
648,650,959.38,4.11073
648,653,3108.74,4.15833
649,103,1692.02,0.0345068
649,642,1875.04,4.90923
649,648,1037.53,4.60188
649,651,677.3,4.02484
649,825,887.734,4.20579
650,104,2159.55,0.0345068
650,453,597.64,3.78822
650,648,1474.97,4.12623
650,651,1091.23,4.49571
650,655,1461.57,5.09887
651,105,868.62,0.0345068
651,649,1403.73,4.15911
651,650,1096,4.49613
651,827,422.65,4.12632
651,842,441.26,4.61895
652,106,3338.87,0.0345068
652,452,2458.35,2.26143
652,525,1870.27,2.62023
652,645,4144.33,3.93219
652,653,1944.35,4.43443
653,107,2602.56,0.0345068
653,646,3453.43,4.47262
653,648,1940.58,4.08323
653,652,2780.65,4.50582
653,655,835.387,4.94353
654,108,3288.06,0.0345068
654,451,1026.25,1.89074
654,452,4869.24,2.40546
654,659,2218.14,4.95111
654,662,2106.54,4.49258
655,109,2867.13,0.0345068
655,451,2535.81,2.55372
655,650,986.184,5.06577
655,653,1548.63,5.04077
655,663,648.31,4.50744
656,110,4214.93,0.0345068
656,579,2466,7.22371
656,657,2704.83,5.77852
656,658,2028.75,4.91917
656,660,2953.69,4.46256
657,111,5151.92,0.0345068
657,525,2196.15,2.61353
657,647,4197.16,4.84321
657,656,2524.47,5.77397
657,659,1678.48,5.34703
658,112,3575.4,0.0345068
658,510,3341.85,0.439019
658,656,1737.66,4.8974
658,659,801.565,5.67994
658,661,2416.72,3.73708
659,113,5118.23,0.0345068
659,509,3720.78,0.661127
659,654,1844.5,4.94115
659,657,1785.64,5.34706
659,658,36.4946,5.67956
660,114,1529.23,0.0345068
660,582,3241.7,6.69195
660,656,2864.75,4.40042
660,661,1117.27,4.73131
660,902,4286.05,6.92449
661,115,4279.3,0.0345068
661,512,1573.69,0.657336
661,658,2449.49,3.73788
661,660,1144.22,4.73148
661,902,2098.57,8.25394
662,116,2162.47,0.0345068
662,449,685.625,3.02137
662,654,3207.44,4.58252
662,664,1586.73,3.91845
662,667,830.67,5.51941
663,117,533.27,0.0345068
663,449,1364.52,1.48311
663,655,1346.05,4.50902
663,665,148.53,4.4096
663,841,642.44,4.28273
664,118,3764.94,0.0345068
664,448,1871.31,2.92417
664,662,2462.28,3.96062
664,669,3377.64,4.03907
664,849,624.57,6.05847
665,119,1072.54,0.0345068
665,448,1645.05,1.20484
665,663,476.556,4.41166
665,843,723.68,3.85671
665,849,112.39,6.66322
666,120,1520.72,0.0345068
666,510,754,4.16959
666,521,1554.33,0.676838
666,667,1246.17,4.90537
666,668,354.93,4.29727
667,121,3103.35,0.0345068
667,509,1966.45,5.1546
667,662,912.2,5.52389
667,666,1489.75,5.01567
667,669,1412.24,4.43822
668,122,1856.23,0.0345068
668,519,3348.72,1.40874
668,666,519.4,4.29771
668,669,2463.48,5.04443
668,850,597.31,3.95974
669,123,4567.93,0.0345068
669,664,3342.86,4.03575
669,667,1883.02,4.44054
669,668,2370.64,5.01952
669,851,431.899,4.73725
670,124,1015.14,0.0345068
670,512,251.29,7.61714
670,519,1071.24,3.30718
670,521,885.78,4.1108
670,854,21,10.5467
670,902,651.937,15.1287
670,905,615.29,10.4039
671,125,1002.16,0.0345068
671,602,1592.9,4.86516
671,672,1086.35,3.79449
671,673,3137.18,4.25104
671,676,2728.91,4.43113
672,126,205.69,0.0345068
672,603,1238.63,3.98544
672,671,1932.47,3.97092
672,674,1377.96,4.24445
672,722,772.192,3.88571
673,127,1194.48,0.0345068
673,671,2113.62,4.13879
673,674,1378.8,3.96606
673,678,4064.06,4.35973
673,683,2367.07,4.64278
674,128,1630.49,0.0345068
674,672,989.024,4.14538
674,673,1603.07,3.9775
674,684,778.95,4.45392
674,724,983.68,4.65662
675,129,3856.69,0.0345068
675,404,6195.87,3.96027
675,606,1680.53,6.57556
675,676,1846.8,4.43815
675,677,2499.37,4.16944
676,130,1881.33,0.0345068
676,607,409.5,7.45808
676,671,540.17,4.0302
676,675,4491.17,4.71802
676,678,1919.59,4.26019
677,131,3640.97,0.0345068
677,406,4398.93,3.41966
677,675,2931.32,4.22038
677,678,1598.51,4.64976
677,687,1646.17,4.4932
678,132,4008.23,0.0345068
678,673,2372.33,3.84263
678,676,1077.59,4.21019
678,677,3034,4.70783
678,688,3451.54,4.32768
679,133,8660.26,0.0345068
679,610,4855.18,5.11475
679,680,982.12,3.491
679,681,3888.25,5.44014
680,134,5132.29,0.0345068
680,404,2355.33,1.34082
680,488,2570.65,3.55988
680,611,4159.73,4.93247
680,679,3608.28,4.06394
681,135,7191.49,0.0345068
681,487,2804.87,1.58158
681,623,5011.26,6.01773
681,679,4526.04,5.9652
681,691,5259.09,4.13681
682,136,8331.82,0.0345068
682,406,2140.8,2.63347
682,487,3786.48,4.2575
682,488,2271.32,3.0937
682,692,2234.91,4.12344
683,137,1883.79,0.0345068
683,673,1867.62,4.49074
683,684,913.59,4.62916
683,685,3400.01,4.13433
683,688,3091.93,4.69256
684,138,1328.56,0.0345068
684,674,907.62,4.49338
684,683,1739,4.77515
684,728,1311.78,4.03872
685,139,1252.13,0.0345068
685,411,2808.73,3.17866
685,683,3372.23,4.1249
685,686,1190.54,3.82068
685,690,2288.8,4.00342
686,140,1420.05,0.0345068
686,685,1235.25,3.85379
686,730,695.17,4.16412
687,141,4271.85,0.0345068
687,407,8483.68,2.48717
687,677,1154.2,4.49231
687,688,3098.88,4.5666
687,689,923.639,5.13735
688,142,6332.38,0.0345068
688,678,2393.02,4.30606
688,683,1330.24,4.3229
688,687,5254.45,4.81547
688,690,1068.72,5.44123
689,143,3553.45,0.0345068
689,408,2763.01,3.42856
689,687,1748.97,5.14005
689,690,1463.07,4.1308
689,699,1478.86,5.63898
690,144,1795.19,0.0345068
690,410,2161.94,3.60642
690,685,803.55,3.94293
690,688,1630.33,5.44858
690,689,3116.08,4.48945
691,145,6322.93,0.0345068
691,481,6952.13,2.9874
691,486,4853.43,2.55459
691,681,7475.51,4.20504
691,692,3926.1,4.36676
692,146,5256.9,0.0345068
692,407,2979.47,2.58459
692,682,3423.83,4.13991
692,691,7495.36,4.81781
692,694,2825.12,5.34113
693,147,14124.5,0.0345068
693,479,2458.66,2.0458
693,483,6237.57,0.590882
693,694,2228.31,4.43818
693,703,1172.9,5.34302
694,148,12195.8,0.0345068
694,408,1848.63,2.42516
694,539,2048.3,0.668657
694,692,1900.98,5.29821
694,693,4354.76,4.96263
695,149,5243.01,0.0345068
695,411,4773,1.12795
695,696,1096.87,4.10973
695,697,1141.72,4.75002
695,700,1513.04,5.62002
696,150,1294.27,0.0345068
696,695,2457.45,4.11374
696,698,1525.75,4.43763
696,734,734.788,4.34862
697,151,1757.37,0.0345068
697,695,2572.4,4.82131
697,698,1893.56,4.09941
697,702,2346.4,4.10929
697,809,1142.95,4.09544
698,152,2694.53,0.0345068
698,696,1998.3,4.44852
698,697,2296.95,4.13408
698,736,1655.9,4.44656
698,810,134.62,4.78472
699,153,5519.35,0.0345068
699,538,8269.19,0.555509
699,689,1526.86,5.73227
699,700,3304.67,4.32175
699,701,1744.03,3.78283
700,154,7374.85,0.0345068
700,410,3313.67,2.34755
700,695,935.48,5.61971
700,699,3126.75,4.2985
700,702,568.5,5.22222
701,155,2368.18,0.0345068
701,474,2029.76,1.79218
701,699,5336.82,4.48727
701,702,1996.73,3.76489
701,813,486.443,4.54955
702,156,2397.03,0.0345068
702,697,2322.18,4.10848
702,700,2148.51,5.26178
702,701,3109.7,4.79019
702,814,613.197,4.66779
703,157,6184.31,0.0345068
703,478,4862.03,2.98897
703,693,2467.32,7.03435
703,704,2840.5,4.41792
703,705,1464.65,4.30914
704,158,5014.39,0.0345068
704,538,2604.57,4.32202
704,539,4860.7,5.61945
704,703,4317.63,4.47536
704,706,746.18,4.66475
705,159,5064.4,0.0345068
705,476,676.98,2.11179
705,635,4001.31,4.52486
705,703,2815.89,4.55261
705,706,2555.37,4.29959
706,160,3016.66,0.0345068
706,474,3697.98,3.0045
706,475,750.321,3.18176
706,704,2627.63,4.67094
706,705,3680.69,4.43958
707,161,2185.88,0.0345068
707,473,530.266,4.59615
707,475,1282.46,1.79183
707,476,1997.88,2.88181
707,638,827.22,4.2571
708,162,470.53,0.0345068
708,388,147.56,2.97256
708,709,415.28,7.19462
708,714,98.35,7.22266
708,913,177.6,20.7093
709,163,263.06,0.0345068
709,391,1526.46,0.586102
709,708,240.76,7.19428
709,711,248.24,5.6791
709,713,360.31,6.10405
709,803,334.98,7.93438
710,164,1458.17,0.0345068
710,584,1457.27,9.77782
710,712,2355.69,5.51611
710,806,1533.79,3.70949
711,165,244.89,0.0345068
711,709,315.85,5.68416
711,713,1425.8,6.74745
711,807,1019.63,3.31307
712,166,3517.32,0.0345068
712,393,2621.57,2.85208
712,584,1026.42,7.74611
712,710,815.81,5.2289
712,713,443.9,4.42695
713,167,1205.57,0.0345068
713,392,1269.9,1.5266
713,709,49.47,6.10367
713,711,721.94,4.37868
713,712,849.849,4.73691
713,716,450.228,6.9061
714,168,166.32,0.0345068
714,708,52.88,7.22266
714,715,336.78,6.88695
714,720,58.56,7.18181
714,913,149.26,14.0654
715,169,224.32,0.0345068
715,391,272.38,6.54872
715,714,144.82,6.88692
715,717,641.57,5.54347
715,719,144.6,5.46073
715,721,762.9,6.85553
716,170,5208.63,0.0345068
716,393,3758.78,2.26764
716,601,973.496,5.29572
716,713,0,6.90349
716,717,476.88,4.20491
716,718,2171.89,4.56113
717,171,762.83,0.0345068
717,392,697.663,3.15008
717,715,223.85,5.54003
717,716,1087.81,4.20814
717,719,796.94,4.04665
718,172,2923.35,0.0345068
718,603,1069.84,4.89369
718,716,1966.27,4.5591
718,719,507.718,3.87942
718,722,1986.97,4.13907
719,173,422.23,0.0345068
719,715,45.85,5.46066
719,717,693.25,4.02673
719,718,787.459,4.05738
719,723,897.128,4.09355
720,174,204.97,0.0345068
720,714,31.92,7.18181
720,721,606.98,6.80506
720,726,136.05,7.3067
720,913,259.75,9.56026
721,175,522.82,0.0345068
721,715,513.42,6.84869
721,720,248.46,6.80455
721,723,378.81,5.60881
721,725,1042.77,5.71347
721,727,633.93,7.26636
722,176,484.1,0.0345068
722,672,1225.18,4.90476
722,718,1551.34,3.99651
722,723,204.612,4.39966
722,724,1230.67,5.49112
723,177,218.14,0.0345068
723,719,791.55,4.0841
723,721,164.67,5.5927
723,722,202.84,4.39965
723,725,1045.2,4.25011
724,178,3374.67,0.0345068
724,674,1456.68,4.80707
724,722,925.28,4.55457
724,725,696.85,4.11423
724,728,2287.35,3.89701
725,179,1894.04,0.0345068
725,721,223.15,5.68855
725,723,521.12,4.20728
725,724,1826.52,4.19492
725,729,768.05,4.50768
726,180,202.88,0.0345068
726,416,245.31,1.62186
726,720,110.98,7.30669
726,727,353.26,6.96954
726,913,203.11,9.68133
727,181,557.19,0.0345068
727,415,369.04,4.96987
727,721,343.82,7.26443
727,726,124.16,6.96948
727,729,512.35,5.949
727,731,568.79,5.44595
728,182,2480.96,0.0345068
728,684,2127.83,4.10727
728,724,2133.93,3.88793
728,729,483.74,4.1124
728,730,2158.3,4.38781
729,183,947.08,0.0345068
729,725,692.19,4.50749
729,727,179.12,5.89086
729,728,1104.9,4.11378
729,731,976.42,4.41707
730,184,1285.91,0.0345068
730,413,2384.83,3.5403
730,686,1062.7,4.77515
730,728,2403.72,4.43663
730,731,124.41,4.60959
731,185,826.72,0.0345068
731,414,1627.98,3.44112
731,727,226.84,5.44092
731,729,934.75,4.41671
731,730,278.2,4.60963
732,186,352.86,0.0345068
732,416,87.07,5.43806
732,417,206.49,10.1679
732,733,228.56,7.05195
732,864,184.53,8.18889
733,187,672.46,0.0345068
733,415,634,3.08074
733,732,111.19,7.05192
733,735,788.73,6.48596
733,737,1250.54,6.14348
733,865,405.11,7.1844
734,188,3358.48,0.0345068
734,413,3139.99,0.711907
734,696,1449.59,4.86183
734,735,1049.42,4.024
734,736,1609.65,5.00498
735,189,3444.78,0.0345068
735,414,3144.83,0.61827
735,733,352.77,6.15383
735,734,1317.96,4.02658
735,737,2001.92,5.46637
736,190,3635.99,0.0345068
736,698,2656.45,4.51337
736,734,2554.14,5.04696
736,737,1318.84,4.78367
736,866,977.3,6.85444
737,191,4862.57,0.0345068
737,733,515.76,6.08967
737,735,1978.71,5.45933
737,736,1287.87,4.78356
737,866,1624.82,5.8931
738,192,555.76,0.0345068
738,740,756.283,4.62891
738,742,400.67,5.53541
738,746,674.01,8.90463
738,784,807.4,3.679
738,920,93.91,8.47264
739,193,73.06,0.0345068
739,419,773.541,5.2603
739,740,710.47,4.24191
739,741,428.62,3.48846
739,921,319.352,6.02462
740,194,1210.77,0.0345068
740,738,446.67,4.44444
740,739,1310.8,4.34585
740,742,429.23,4.09939
