node,lat,lon
745.0,42.4579723301,-87.8399428906
746.0,42.3940316937,-88.1622756342
747.0,42.4132138846,-88.0350715246
748.0,42.4132138846,-88.0968210924
749.0,42.3711957522,-88.0350715246
750.0,42.3702823145,-88.0968210924
751.0,42.4113870093,-87.9128073805
752.0,42.4132138846,-87.9745569483
753.0,42.3702823145,-87.9152773632
754.0,42.3711957522,-87.977026931
755.0,42.4141273223,-87.8387078993
756.0,42.3711957522,-87.8485878301
757.0,42.3054282406,-88.1647456169
758.0,42.3264373068,-88.036306516
759.0,42.3264373068,-88.095586101
760.0,42.279851986,-88.036306516
761.0,42.282592299,-88.095586101
762.0,42.3255238691,-87.9165123546
763.0,42.3246104315,-87.9757919396
764.0,42.2844191743,-87.9152773632
765.0,42.2816788614,-87.977026931
766.0,42.3255238691,-87.8559977782
767.0,42.279851986,-87.8485878301
768.0,42.217738225,-88.1647456169
769.0,42.2378338536,-88.0375415074
770.0,42.2387472913,-88.095586101
771.0,42.1949022835,-88.0350715246
772.0,42.1921619705,-88.095586101
773.0,42.2378338536,-87.9140423719
774.0,42.2387472913,-87.9757919396
775.0,42.1958157212,-87.9152773632
776.0,42.1958157212,-87.9757919396
777.0,42.2360069783,-87.841177882
778.0,42.1958157212,-87.7967181932
779.0,42.1930754082,-87.8559977782
780.0,42.4798948339,-88.6612121415
781.0,42.4789813963,-88.5414179801
782.0,42.477154521,-88.4240938014
783.0,42.4780679586,-88.3030646486
784.0,42.4808082716,-88.2240252019
785.0,42.3940316937,-88.6612121415
786.0,42.3940316937,-88.5426529714
787.0,42.3940316937,-88.4240938014
788.0,42.412300447,-88.2734248561
789.0,42.4132138846,-88.3327044411
790.0,42.3711957522,-88.2734248561
791.0,42.3702823145,-88.3327044411
792.0,42.3940316937,-88.2240252019
793.0,42.3072551159,-88.6599771501
794.0,42.3063416782,-88.5426529714
795.0,42.3054282406,-88.42285881
796.0,42.3264373068,-88.2734248561
797.0,42.3246104315,-88.3351744238
798.0,42.282592299,-88.2721898647
799.0,42.2789385484,-88.3339394325
800.0,42.3072551159,-88.2240252019
801.0,42.2195651004,-88.6612121415
802.0,42.2195651004,-88.5414179801
803.0,42.2195651004,-88.42285881
804.0,42.2378338536,-88.2746598474
805.0,42.2369204159,-88.3327044411
806.0,42.1921619705,-88.2734248561
807.0,42.1921619705,-88.3339394325
808.0,42.217738225,-88.2240252019
809.0,41.7144340735,-88.1795655131
810.0,41.7144340735,-88.2388450982
811.0,41.669675628,-88.1795655131
812.0,41.669675628,-88.2376101068
813.0,41.7180878241,-88.0585363604
814.0,41.7153475111,-88.1202859281
815.0,41.672415941,-88.057301369
816.0,41.6715025034,-88.1165809541
817.0,41.6258306203,-88.1770955304
818.0,41.6230903073,-88.2351401241
819.0,41.5810721749,-88.1770955304
820.0,41.5810721749,-88.2326701414
821.0,41.6285709333,-88.0548313863
822.0,41.6276574956,-88.1153459627
823.0,41.5847259255,-88.0548313863
824.0,41.5828990502,-88.1141109713
825.0,41.6322246839,-87.9375072076
826.0,41.6313112462,-87.9955518013
827.0,41.5865528008,-87.9362722163
828.0,41.5847259255,-87.9955518013
829.0,41.5372271671,-88.172155565
830.0,41.5354002918,-88.23143515
831.0,41.494295597,-88.1709205737
832.0,41.4924687217,-88.23143515
833.0,41.5408809177,-88.053596395
834.0,41.5372271671,-88.11287598
835.0,41.4952090347,-88.0511264123
836.0,41.4952090347,-88.1104059973
837.0,41.5436212307,-87.9350372249
838.0,41.5417943554,-87.9918468272
839.0,41.4988627853,-87.9325672422
840.0,41.4979493476,-87.9918468272
841.0,41.5445346684,-87.8140080722
842.0,41.5445346684,-87.8732876572
843.0,41.5006896606,-87.8103030981
844.0,41.5006896606,-87.8732876572
845.0,41.429441523,-88.1968553921
846.0,41.4330952737,-88.0795312134
847.0,41.4340087113,-87.9572670693
848.0,41.434922149,-87.8362379165
849.0,41.4367490243,-87.7176787465
850.0,41.4568446529,-87.5719497666
851.0,41.4577580905,-87.6299943603
852.0,41.4148265204,-87.5707147753
853.0,41.4148265204,-87.6312293517
854.0,41.4385758996,-87.5237851038
855.0,41.3417515075,-88.193150418
856.0,41.3444918205,-88.0758262393
857.0,41.3472321335,-87.9547970866
858.0,41.3499724465,-87.8350029252
859.0,41.3508858841,-87.7139737724
860.0,41.3508858841,-87.5978845851
861.0,41.3527127594,-87.5237851038
862.0,41.2531480543,-88.1906804353
863.0,41.2558883673,-88.0708862739
864.0,41.6861175059,-88.5599428504
865.0,41.6943384449,-88.4463236457
866.0,41.6897712566,-88.325294493
867.0,41.5956871774,-88.5574728677
868.0,41.6020812411,-88.440148689
869.0,41.5993409281,-88.3191195362
870.0,41.5079971619,-88.555002885
871.0,41.5089105996,-88.4364437149
872.0,41.5116509126,-88.3166495535
873.0,41.4203071464,-88.5525329022
874.0,41.4203071464,-88.4352087236
875.0,41.42670121,-88.3178845449
876.0,41.3326171309,-88.5451229541
877.0,41.3271365049,-88.4277987754
878.0,41.3408380698,-88.3129445794
879.0,41.2403599271,-88.5463579455
880.0,41.2412733647,-88.4277987754
881.0,41.2476674283,-88.3092396054
882.0,41.1517564739,-88.5463579455
883.0,41.1535833492,-88.4290337668
884.0,41.1563236622,-88.3067696227
885.0,41.254061492,-87.9510921125
886.0,41.254061492,-87.8251229943
887.0,41.254061492,-87.709033807
888.0,41.2586286803,-87.5756547407
889.0,41.1590639752,-88.1869754613
890.0,41.1608908505,-88.0684162912
891.0,41.1252667817,-87.9510921125
892.0,41.1736789778,-87.862172735
893.0,41.1672849141,-87.7065638243
894.0,41.1718521024,-87.573184758
895.0,41.0521917688,-88.1968553921
896.0,41.0576723947,-88.0696512826
897.0,41.1097383414,-87.8584677609
898.0,41.0878158376,-87.7732533575
899.0,41.0394036415,-87.9152773632
900.0,41.0430573921,-87.7003888675
901.0,41.0658933337,-87.5707147753
902.0,41.6194365566,-87.4608005447
903.0,41.5993409281,-87.3385364006
904.0,41.561889984,-87.2385021009
905.0,41.486074658,-87.4472156398
906.0,41.4851612204,-87.2903717378
907.0,41.4011249555,-87.4558605793
908.0,41.4038652685,-87.3422413747
909.0,41.4038652685,-87.224917196
910.0,41.2677630569,-87.4496856225
911.0,41.2705033699,-87.3545912882
912.0,41.3061274387,-87.2483820317
913.0,41.9080828577,-88.7019668562
914.0,42.3410523094,-88.8007661645
915.0,42.5657579741,-88.7316066487
916.0,42.5657579741,-88.6130474786
917.0,42.5657579741,-88.4957232999
918.0,42.5648445365,-88.3722241645
919.0,42.5648445365,-88.2511950117
920.0,42.5648445365,-88.1351058244
921.0,42.5657579741,-88.0140766716
922.0,42.5657579741,-87.883167588
923.0,42.711908,-87.9547970866
924.0,42.6881586208,-88.2968896918
925.0,42.2588429198,-88.9119153865
926.0,41.9071694201,-88.7982961818
927.0,41.3600202607,-88.7167867524
928.0,41.1097383414,-88.7760663374
929.0,41.0494514558,-88.5500629195
930.0,40.9553673766,-87.9177473459
931.0,41.1471892856,-87.2508520144
932.0,41.4879015334,-87.110063
933.0,41.5975140528,-87.1718125677
